i,k,sum(v)
80,159,1221970
474,160,1330610
156,160,1265722
80,160,1251795
74,160,1210555
174,161,1263694
224,162,1195690
377,163,1175292
384,165,1304908
491,166,1288804
258,166,1214440
374,169,1205088
370,169,1269011
226,169,1207905
403,170,1253076
308,170,1209666
258,170,1212456
255,170,1166335
72,170,1212475
421,171,1237397
93,171,1258008
347,172,1191017
314,172,1207090
114,172,1195247
105,172,1235516
159,173,1257641
384,174,1268584
193,174,1162824
179,174,1185613
36,175,1216554
292,176,1229117
240,176,1306224
154,176,1262678
383,177,1226128
333,177,1265494
168,180,1190223
159,180,1146366
146,180,1160344
346,181,1204340
275,181,1261897
250,182,1156830
83,182,1230282
52,182,1209739
434,183,1231548
381,184,1163373
75,184,1197013
438,185,1372335
374,185,1244905
335,185,1274205
289,185,1285898
54,185,1289926
363,186,1219759
170,186,1173871
137,186,1251427
75,186,1215488
477,187,1188807
331,187,1156695
157,187,1191271
117,187,1100906
430,189,1257337
118,189,1234290
206,190,1205526
20,190,1222367
63,191,1256997
58,191,1293983
466,192,1232721
348,192,1208295
314,192,1220829
246,192,1262731
478,193,1181971
328,193,1199556
288,193,1222552
254,193,1261727
199,193,1244665
133,193,1169083
115,193,1238245
102,193,1214065
92,193,1234005
426,194,1174168
401,194,1204476
93,194,1243806
405,196,1201170
307,196,1227588
299,196,1261740
246,196,1287699
179,196,1196569
476,197,1227189
260,197,1227861
85,197,1237799
56,197,1270461
49,197,1205934
330,198,1296087
304,198,1346839
382,199,1261914
191,199,1214028
63,199,1262955
277,200,1278284
124,200,1289346
67,200,1211129
58,200,1299581
351,201,1234353
350,201,1270941
416,202,1188105
327,202,1188633
488,203,1203156
378,204,1178147
143,204,1276887
89,204,1173267
61,204,1243850
336,205,1207903
331,205,1239523
219,205,1210938
361,206,1288687
323,206,1319902
293,206,1234841
244,206,1209059
115,207,1201543
409,208,1234312
291,209,1239996
271,209,1225519
134,209,1196900
66,209,1160365
158,210,1258982
498,211,1247215
430,211,1200693
242,211,1143377
171,211,1190615
155,211,1196239
85,211,1210918
418,212,1207014
254,212,1299688
238,212,1233001
282,213,1216154
29,213,1169583
265,214,1190897
137,214,1206146
46,214,1227388
39,214,1202846
496,215,1243135
483,215,1331383
410,215,1270383
233,215,1297744
211,215,1285880
10,215,1238244
281,216,1225376
260,216,1244931
238,216,1240651
194,216,1279550
176,216,1238824
112,216,1209474
90,216,1214100
127,217,1266000
426,218,1187502
334,218,1230347
304,218,1261825
143,218,1258731
137,218,1268485
87,218,1182765
352,219,1228899
494,220,1226565
411,220,1124952
406,220,1119912
333,220,1104299
39,220,1153213
369,221,1240325
139,221,1276022
3,221,1291268
245,223,1234357
283,224,1261053
267,224,1313400
48,224,1280974
403,225,1193524
119,225,1235163
292,226,1239416
282,226,1210148
229,226,1163140
141,226,1197924
80,226,1243100
39,226,1208641
380,227,1167783
370,227,1225892
354,227,1180473
102,227,1107187
299,229,1297482
147,229,1258016
79,229,1286784
460,230,1240446
368,230,1238573
364,230,1116503
341,230,1250509
313,231,1171393
291,231,1188112
109,231,1247793
370,232,1171561
251,232,1193129
443,233,1232704
355,234,1273874
301,234,1218019
63,235,1188705
91,236,1321804
29,237,1149757
27,237,1134492
406,238,1295094
39,238,1267776
24,238,1287201
454,239,1282806
370,239,1276717
357,239,1184593
322,239,1276923
127,239,1270524
425,240,1306028
72,240,1186453
67,240,1197759
410,241,1245460
398,241,1258640
193,241,1211191
79,241,1267281
132,242,1217534
96,242,1170366
63,242,1171941
483,243,1200242
482,243,1194001
160,244,1135269
10,244,1198015
265,245,1228802
156,245,1223527
411,246,1140452
83,247,1259922
68,247,1230974
49,247,1188308
466,248,1235171
95,249,1246198
56,249,1189046
360,250,1181646
267,250,1295269
263,250,1263012
44,251,1313478
416,253,1240184
373,253,1192406
203,253,1238044
90,254,1143653
399,255,1221584
396,255,1218811
80,255,1291803
30,255,1234991
13,255,1233759
451,256,1222296
359,257,1196858
347,257,1231804
280,257,1292891
306,258,1193739
223,258,1215127
343,259,1181016
212,259,1190146
194,260,1234174
185,260,1213256
384,261,1247343
342,261,1151650
225,261,1207906
434,262,1270009
131,262,1208034
84,262,1191849
27,262,1195244
258,264,1251524
142,264,1290246
209,265,1241775
180,265,1279227
92,265,1280894
367,266,1315604
340,266,1393208
91,267,1211079
351,268,1233919
245,268,1235968
193,268,1143674
333,269,1245584
428,270,1233446
109,271,1269667
390,272,1235579
347,272,1244268
5,272,1282795
181,273,1224264
141,273,1237190
467,274,1243272
451,274,1243286
445,274,1316139
262,274,1315098
224,274,1254889
104,274,1271295
17,274,1264897
328,275,1206852
253,275,1211947
54,275,1210870
390,276,1167092
474,277,1412275
282,277,1270487
422,278,1271655
408,278,1190159
241,278,1184351
229,278,1212546
191,278,1176558
337,280,1245866
282,280,1224958
60,280,1222030
9,280,1157418
320,281,1307468
191,283,1196447
223,284,1267876
197,284,1248150
401,285,1234337
281,285,1214742
180,285,1263970
20,285,1223596
298,286,1204447
282,286,1244856
264,286,1211044
207,286,1290136
432,287,1245442
330,287,1251518
310,287,1220163
291,287,1199300
405,289,1202894
396,289,1193623
132,289,1185129
122,289,1269300
95,289,1248217
335,290,1213669
96,290,1178850
448,291,1121882
128,292,1251746
54,292,1252663
439,293,1189531
300,293,1220714
420,294,1237148
392,294,1199285
114,294,1198639
39,294,1193145
360,296,1180061
32,296,1262158
60,297,1186445
203,298,1205480
120,298,1114483
404,299,1143533
497,300,1172065
205,300,1233406
136,300,1161287
57,301,1347554
390,302,1208421
103,302,1238432
90,302,1178037
456,304,1141408
258,304,1189721
172,304,1299332
353,305,1239740
251,305,1286579
273,306,1202889
176,306,1245331
487,308,1308310
422,308,1387496
279,308,1223212
477,309,1284621
220,309,1288464
47,309,1269601
109,310,1245791
87,310,1194045
150,311,1236866
139,311,1235766
18,311,1204979
86,312,1215778
176,313,1161962
137,313,1222851
389,314,1219766
487,315,1329263
459,315,1314147
320,315,1334854
494,317,1258852
340,318,1345342
328,318,1267196
381,319,1195881
329,319,1192758
324,319,1165622
292,319,1211488
246,319,1247449
54,319,1206444
475,321,1139059
162,321,1208456
152,322,1131563
31,322,1190057
473,323,1252627
452,323,1240812
210,323,1248946
492,324,1187000
372,324,1227620
274,324,1280321
462,325,1190424
235,325,1165815
151,325,1221518
80,325,1249499
472,326,1250543
318,326,1320899
189,326,1318228
87,326,1263461
394,327,1258474
353,327,1249565
178,327,1299944
36,327,1273184
295,328,1287279
198,328,1190550
44,328,1275005
282,329,1224656
221,329,1152753
374,330,1226921
308,330,1205063
138,330,1260330
5,330,1265959
451,331,1216023
363,331,1246788
296,331,1223693
268,331,1223381
223,332,1298768
99,332,1339947
75,332,1282426
166,333,1218704
92,333,1246498
415,334,1119735
285,334,1159521
276,334,1226021
373,335,1197306
286,335,1267485
463,336,1235802
430,336,1212737
180,336,1235739
379,338,1197383
236,338,1189039
470,339,1175219
433,339,1130778
336,339,1239188
333,339,1210101
245,339,1247827
108,339,1235157
230,340,1240496
98,340,1197821
478,342,1211287
379,342,1225280
315,342,1254761
177,342,1220844
123,342,1188974
88,342,1216134
395,343,1199286
312,343,1198736
302,343,1283154
245,343,1244110
78,343,1232294
347,344,1174659
315,344,1230528
249,345,1171665
208,345,1157948
125,345,1164248
487,346,1203375
448,346,1190119
250,346,1143843
228,347,1246018
20,347,1212885
454,349,1229750
96,349,1138981
39,349,1173887
334,350,1241585
305,350,1240619
204,350,1230061
72,350,1217948
451,351,1184070
440,351,1274497
138,352,1267873
270,353,1210255
252,353,1130631
85,353,1174375
480,354,1236770
451,354,1257669
368,354,1326287
323,354,1314180
306,354,1307208
82,354,1256707
489,355,1229954
188,355,1209444
379,356,1158904
366,356,1175751
274,356,1259230
215,356,1213156
180,356,1225950
58,356,1253829
475,357,1163411
222,357,1208417
135,357,1153448
94,357,1176341
163,358,1213877
82,358,1260357
403,359,1271699
97,359,1223252
54,359,1220776
489,361,1244687
455,361,1227871
363,361,1247608
156,361,1286138
67,361,1179955
452,362,1220517
424,362,1232298
366,362,1199241
337,362,1268173
258,362,1210948
316,363,1211466
143,363,1233948
286,364,1260862
471,365,1210153
465,365,1166863
264,365,1178003
180,366,1210606
101,366,1225519
28,366,1227755
451,368,1138615
399,368,1131940
348,368,1201565
126,368,1176951
91,369,1225254
447,371,1206091
329,371,1189583
448,372,1146224
431,372,1205119
46,372,1156910
308,373,1226488
144,373,1199783
473,374,1195863
381,374,1234133
364,374,1161273
224,375,1238439
126,375,1301464
88,375,1217068
81,375,1233081
15,376,1239798
321,377,1141908
178,377,1257614
159,377,1232991
74,377,1259435
311,378,1171434
229,378,1181390
109,378,1277927
88,378,1162220
8,378,1103071
431,379,1226514
309,379,1231349
287,380,1234291
460,381,1302205
348,381,1282012
209,381,1247151
99,381,1305055
444,382,1305245
382,382,1302161
50,382,1308458
18,382,1275013
378,383,1324244
208,383,1240551
471,385,1239199
155,385,1238335
255,386,1164785
100,386,1284406
487,387,1220826
314,387,1182677
223,387,1193073
131,387,1219861
493,388,1128125
292,388,1202733
263,389,1206709
154,389,1189076
413,390,1159122
394,390,1172863
296,390,1163595
271,390,1180791
187,390,1184076
99,390,1231758
81,390,1177059
24,391,1287176
477,392,1221454
371,393,1256478
224,393,1192869
391,394,1248236
345,394,1266265
168,394,1262243
387,395,1246452
67,395,1230551
452,396,1320341
301,396,1252086
145,397,1125179
448,398,1215119
359,398,1196077
358,399,1253820
60,399,1183390
491,400,1326967
425,400,1323428
189,400,1315918
40,400,1307346
410,401,1196886
316,401,1221647
273,401,1213370
135,401,1149998
493,402,1174150
363,402,1244918
85,402,1262265
437,403,1244699
340,403,1287397
136,403,1198236
131,403,1231245
56,403,1298125
347,404,1243320
198,404,1194725
8,406,1205667
456,407,1191403
266,407,1256841
171,407,1272923
133,407,1206840
96,407,1203757
65,407,1268585
340,408,1281630
381,409,1171245
158,409,1214151
132,410,1197895
128,410,1185635
115,410,1228423
238,411,1118104
55,411,1139759
476,412,1231744
412,412,1253782
385,412,1226693
382,412,1217922
333,412,1213237
318,412,1233831
317,412,1191869
390,413,1185047
285,413,1210497
257,413,1131053
404,414,1212740
311,414,1226975
108,414,1267053
349,415,1303189
270,415,1311172
248,415,1251291
83,415,1315327
36,415,1259047
353,416,1190641
254,416,1239982
422,417,1294120
230,417,1207157
197,417,1248108
470,418,1173393
444,418,1215189
279,418,1133383
167,418,1159478
409,419,1165670
133,419,1146915
471,420,1229155
391,420,1279916
355,420,1237964
124,420,1226409
187,421,1265695
300,422,1240866
222,422,1183210
66,422,1153709
490,423,1189787
427,423,1128298
89,423,1215990
47,424,1210480
94,425,1250815
339,426,1160466
168,427,1139428
463,428,1311517
415,428,1212207
283,428,1312597
215,429,1181952
187,429,1156144
59,429,1193164
368,431,1347171
338,431,1250337
475,432,1148473
210,432,1310018
120,432,1190230
85,432,1286768
204,434,1221058
294,435,1287505
182,435,1231253
45,435,1300642
424,436,1307921
367,436,1285950
159,436,1260307
446,437,1254747
154,437,1205339
495,438,1284043
494,438,1343638
189,438,1333287
408,440,1222064
293,440,1214442
258,440,1225096
206,440,1199419
193,440,1200827
64,441,1158634
41,441,1185696
6,442,1319039
250,444,1182060
345,445,1238137
326,445,1221777
92,445,1203346
203,446,1257041
472,447,1213241
247,447,1129784
123,447,1123086
300,448,1229753
96,448,1144821
85,448,1250075
476,449,1295578
262,449,1305477
327,450,1199087
203,450,1210611
201,451,1265783
160,451,1198059
55,452,1258852
393,453,1219314
5,453,1301851
453,454,1233108
397,454,1191847
370,454,1273049
223,454,1191970
201,454,1176942
174,454,1220670
96,454,1180446
451,455,1193219
140,455,1239096
255,456,1114478
91,456,1264244
17,456,1250842
6,457,1256907
268,458,1324722
167,459,1287259
35,459,1267275
454,460,1278972
413,460,1150813
365,460,1203864
497,461,1258798
129,461,1296101
442,462,1184241
355,462,1240296
199,462,1256525
120,462,1161519
61,462,1249571
60,462,1268300
315,463,1243400
465,464,1161798
429,464,1201566
243,464,1229992
495,465,1210227
428,465,1200700
321,465,1120109
99,465,1304428
286,466,1283417
128,466,1222397
50,466,1314485
439,467,1182712
253,467,1212427
77,467,1199624
488,469,1190925
460,469,1162719
206,469,1107686
29,469,1110247
10,469,1146623
110,470,1105735
126,471,1200338
9,471,1191507
68,472,1145715
274,473,1218645
169,473,1106311
88,474,1112615
315,475,1242961
248,476,1230781
417,477,1311205
118,478,1158759
324,479,1188395
242,479,1235975
234,479,1243831
75,479,1261113
295,480,1315123
199,480,1251140
83,480,1212126
1,480,1196203
456,481,1126939
419,481,1204736
190,481,1198690
427,482,1186318
361,482,1226341
170,482,1160962
100,482,1301185
82,482,1179952
3,482,1264889
468,483,1261948
459,483,1222847
422,483,1263544
401,483,1176661
439,484,1271242
199,485,1233663
99,485,1309225
50,485,1314370
486,487,1298568
382,487,1256340
219,487,1183429
218,487,1265371
126,487,1240113
26,487,1235627
407,488,1197242
1,488,1159913
413,489,1203684
242,489,1223972
228,489,1239365
190,489,1234131
43,489,1150312
353,491,1206314
72,491,1162801
46,491,1246148
205,493,1218878
28,493,1192040
381,494,1193138
284,494,1205164
245,495,1246714
26,495,1247724
393,496,1124517
323,496,1245425
254,497,1316686
54,497,1269371
36,497,1264138
412,498,1313875
164,498,1284994
351,499,1276225
352,0,1257126
217,0,1260259
165,0,1202191
123,0,1167733
93,0,1291577
139,1,1255416
167,2,1207931
353,3,1214118
314,3,1173051
164,3,1205188
199,4,1255617
54,4,1263996
499,5,1117960
475,5,1133791
375,5,1316736
333,5,1249270
329,5,1209659
184,5,1253595
143,5,1293984
367,6,1223249
493,7,1206984
462,7,1227304
206,7,1223258
124,7,1286191
114,7,1255500
332,8,1248060
152,8,1169236
41,8,1211378
13,8,1191435
486,9,1250637
425,9,1230463
252,9,1209188
215,9,1223031
401,10,1217733
348,10,1224302
169,10,1213381
130,10,1187161
367,11,1212091
311,12,1241914
380,13,1261634
338,13,1201851
57,13,1280052
3,13,1278362
0,13,1190640
431,14,1265394
243,14,1241269
421,15,1256432
35,15,1231515
431,16,1249585
409,16,1163374
299,16,1195097
254,16,1272913
316,17,1178182
497,18,1217024
433,18,1187904
402,18,1242481
123,18,1209233
84,18,1166133
55,20,1148859
87,23,1237957
62,23,1227966
22,23,1254467
85,24,1308599
58,24,1302088
93,25,1261297
55,25,1217135
479,26,1169898
405,26,1175878
296,26,1190786
286,26,1205332
386,27,1105462
400,28,1213564
288,28,1213797
247,28,1151737
374,29,1188032
342,29,1222492
476,30,1336385
243,30,1283956
171,30,1253340
20,30,1257159
276,31,1249218
7,31,1223639
398,32,1255345
326,32,1217145
126,32,1247980
75,32,1253353
306,33,1211515
195,33,1233034
88,33,1135518
414,34,1226770
265,34,1184506
252,35,1158992
112,35,1244579
29,35,1224681
425,36,1269377
277,36,1286291
190,36,1299671
236,37,1288092
189,37,1340802
413,38,1204411
85,38,1255909
46,38,1238265
393,40,1279160
48,40,1298492
180,41,1202333
134,41,1095756
79,41,1143589
195,42,1248806
146,42,1236586
226,43,1180904
213,43,1186183
80,43,1206215
448,44,1283261
450,45,1229598
444,46,1285807
296,46,1196286
262,46,1294615
66,46,1212955
91,47,1213997
409,48,1163093
388,48,1213270
310,48,1193562
139,48,1212409
440,49,1220200
365,49,1197999
317,49,1173560
466,50,1281255
233,50,1328067
47,50,1259428
235,51,1168181
90,51,1195798
56,51,1317006
392,52,1260325
264,52,1190913
157,52,1270409
115,52,1269536
114,52,1232964
308,53,1202444
186,53,1212294
169,53,1175387
137,53,1196763
109,53,1280185
499,54,1080155
277,54,1174262
268,54,1189205
248,54,1171350
237,54,1214576
183,54,1220098
163,54,1105965
131,54,1155325
411,55,1225470
289,55,1284165
61,55,1223249
351,56,1237012
146,56,1225961
96,56,1174727
253,57,1215147
107,57,1232585
341,58,1279798
147,59,1214209
352,60,1204848
241,60,1144202
482,61,1194058
421,61,1215100
419,61,1285613
187,61,1207476
390,64,1210124
208,64,1241323
32,64,1299342
120,65,1174440
499,77,1116322
262,127,1274618
499,165,1144562
262,166,1282134
499,200,1139348
499,266,1191022
499,340,1126170
499,448,1058943
199,13,1245832
327,47,1158538
325,56,1226753
486,58,1349360
222,59,1234845
414,60,1166028
190,60,1233395
441,63,1217799
430,64,1254523
205,64,1284946
302,65,1277744
222,65,1283442
293,66,1246380
235,66,1188534
477,67,1253719
457,67,1239855
356,67,1231870
220,67,1263739
84,67,1219517
197,68,1287648
195,68,1290731
125,68,1243496
35,68,1268599
468,69,1275795
142,69,1239641
38,69,1234824
206,72,1139102
13,73,1247100
152,74,1230183
391,75,1261695
307,75,1256528
73,75,1228207
21,75,1229241
469,76,1177122
326,76,1170787
80,76,1209741
61,76,1181070
498,77,1306894
476,77,1288151
31,77,1243030
418,78,1192321
484,79,1226056
408,79,1223900
43,79,1204750
431,80,1273850
127,80,1252409
82,80,1258266
326,81,1250712
207,81,1294751
354,82,1220039
320,82,1240676
186,83,1147211
147,83,1186158
434,84,1289363
414,84,1216559
259,84,1199067
338,85,1250121
305,85,1288925
477,86,1165137
126,86,1192152
277,87,1247550
121,88,1270799
90,88,1195860
491,89,1303533
124,89,1304652
121,89,1289865
35,89,1255173
494,90,1310876
454,90,1317647
417,90,1256484
399,90,1226989
302,90,1284044
192,90,1216362
28,90,1254997
51,91,1174881
43,91,1138423
54,93,1215056
192,94,1219265
377,95,1206168
350,95,1288647
294,95,1220485
220,95,1241161
155,95,1252486
410,96,1194868
176,96,1170048
119,96,1222718
61,96,1224852
432,97,1299797
413,97,1264614
230,97,1281603
152,97,1201262
132,97,1272797
3,97,1345042
455,98,1187892
150,99,1225932
53,100,1202757
489,101,1228894
473,101,1221240
422,101,1348103
222,101,1229746
419,103,1239455
352,103,1211913
321,103,1136240
183,103,1197248
149,103,1170323
438,104,1283691
365,104,1219853
250,104,1176771
146,104,1212363
123,104,1159443
22,104,1198030
428,105,1175050
243,105,1167919
165,105,1114942
122,105,1203106
412,106,1303798
247,106,1225868
225,106,1248856
172,106,1293010
334,107,1183447
14,107,1180516
435,108,1241660
64,108,1194100
346,109,1236968
335,111,1228475
266,111,1294592
416,113,1193621
291,113,1211380
18,113,1192896
328,114,1196149
104,115,1221705
358,116,1302860
322,117,1320675
49,117,1266210
488,118,1214577
353,118,1222936
212,118,1278988
35,118,1191204
275,119,1256264
182,119,1200407
181,119,1192488
452,121,1254796
431,121,1246364
428,121,1242964
64,121,1161508
433,122,1175684
405,122,1209801
